Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers	UpperBound2
Arabic	0.0120614797239	2.41762565005	26.4115174573	97.6423491822	5.28158257667	5.4072696028	5.35776480735	5.33366162737	5.31967898874	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0120614797239	4	dsf	217	512	2	160.86510295
LDC95T8	0.446606818114	0.835228583532	1.7051075052	15.1434965374	4.12617812502	5.86706472696	5.17122426732	4.82085906356	4.62453767375	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.446606818114	4	ddsf	123	512	2	6.40854120255
Arabic	0.0123087659583	0.89313229259	81.5225945343	23.2140589609	5.3601445499	5.97727850969	5.69539450417	5.57889824461	5.51663440418	0.1	150	512	1	0.001	REAL_REAL	0.05	32	30	0.0123087659583	4	dsf	13	512	2	6.77937398005
Arabic	0.00493439587036	2.65483437576	36.8422117636	98.1185399567	5.29670211137	5.39099594761	5.3556585346	5.33772463681	5.32709064719	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00493439587036	5	dsf	194	512	2	161.555897717
LDC95T8	0.252433675503	0.912365998597	3.55581601107	15.0170152763	4.02722907744	5.9182456057	5.18112805239	4.79883283845	4.5823250209	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.252433675503	4	ddsf	41	512	2	6.41000265636
Russian	0.00692997876321	1.53531837978	20.5950709594	94.4873013817	5.15955958441	5.22804419488	5.19929686427	5.18619641194	5.17868131668	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.00692997876321	2	ddsf	172	512	2	156.322105912
LDC95T8	0.200672973702	2.07407866633	5.37234096002	19.4706518158	4.14793661416	5.07096573336	4.69629367692	4.51061212925	4.40745944652	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.200672973702	4	dsf	150	512	2	6.41444205275
LDC2012T05	0.0900326321042	1.93887152112	7.63233185181	42.2231990275	5.73794741087	6.18695573392	6.00342730896	5.92036326293	5.87144993392	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0900326321042	4	dsf	100	512	2	24.920593504
Russian	0.0959066398225	0.889950628641	6.07312910169	16.6916583122	5.1158250685	5.55284811637	5.36172678913	5.2781767646	5.23185768308	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0959066398225	1	dsf	37	512	2	6.27538579897
Japanese	0.0317794043924	0.682900719662	17.8943124912	11.6665780861	5.25040168693	5.34874459111	5.30607064346	5.28639943439	5.27611290563	0.1	150	512	1	0.0001	REAL_REAL	0.05	2	30	0.0317794043924	5	dsf	21	512	2	6.35112750798
Arabic	0.105713987663	0.77873302224	14.613222171	23.1943435687	5.3526223884	6.048226092	5.74983549904	5.61955347905	5.54628709801	0.1	150	512	1	0.0005	REAL_REAL	0.05	32	30	0.105713987663	2	dsf	18	512	2	6.77723386667
PTB	0.00630060386568	2.99851087216	47.103299361	43.4963050489	4.49112644288	4.61808541061	4.57074884841	4.5463060435	4.53169246185	0.2	300	256	1	0.001	REAL	0.0	32	30	0.00630060386568	1	dsf	92	512	2	29.976523996
LDC95T8	0.386039931649	1.03013305736	2.25700885546	15.2379031427	4.18392473756	5.67064301428	5.06487524348	4.76670526901	4.60050064099	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.386039931649	4	dsf	174	512	2	6.40975102743
LDC95T8	0.227813259972	1.20909366226	4.54642983343	15.0473273848	4.03506374257	5.70761809923	5.0571203658	4.71831150994	4.52601002545	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.227813259972	4	dsf	30	512	2	6.4122815351
PTB	0.00316363848952	3.17873683222	64.1066910804	57.3753358266	4.51553115695	4.62192900723	4.58436640622	4.56355675702	4.55105064463	0.2	100	256	1	0.0002	REAL	0.0	32	30	0.00316363848952	2	dsf	66	512	2	48.33495846
Russian	0.00903233968796	1.51682602488	24.2715710563	57.8368613422	5.11952944029	5.21226240443	5.17366525317	5.15568411123	5.14538171209	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00903233968796	0	dsf	128	512	2	47.5951632728
PTB	0.0282466821909	2.57354982208	19.8834669673	35.1307180856	4.62663904744	4.83008446742	4.75207658523	4.71245048092	4.68931337175	0.1	50	256	1	0.004	REAL	0.0	16	30	0.0282466821909	4	dsf	79	512	2	21.1455556289
Russian	0.0027421086322	1.32916079212	50.402246472	26.8961583462	5.0844212937	5.2672895136	5.18960844381	5.15376630197	5.13359381419	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0027421086322	3	ddsf	23	512	2	11.5513473039
Russian	0.256594065567	0.482409226424	1.53659054878	16.7559217512	5.18227835846	5.91461151996	5.58621010396	5.44750409069	5.37169511272	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.256594065567	2	dsf	124	512	2	6.27560319756
LDC2012T05	0.0249909049522	1.68497568086	24.0102083678	29.9465369014	5.54891702799	6.15428145236	5.90548717065	5.78886499543	5.72253292497	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0249909049522	4	ddsf	30	512	2	13.0434518029
PTB	0.0270455125607	2.3992445761	17.427761318	35.0640307386	4.63803430527	4.86239338881	4.77189070637	4.72894532689	4.70410077504	0.1	100	256	1	5e-05	REAL	0.1	32	30	0.0270455125607	1	dsf	174	512	2	16.345535535
Japanese	0.0694074408861	-1.06354385902	20.9012955107	6.29951858998	5.41837476485	6.03825194482	5.69578018379	5.57954898151	5.52917872351	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.0694074408861	4	dsf	11	512	2	0
Arabic	0.00526731132905	2.60138755571	38.2492857889	97.7164813657	5.27761482256	5.37108874544	5.33500769424	5.31695715721	5.3065401458	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00526731132905	4	ddsf	105	512	2	160.929832232
LDC2012T05	0.00875995683626	2.146558466	46.2164331681	35.3646642843	5.48966140531	5.88241360856	5.72223079173	5.64664624841	5.60297301525	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00875995683626	5	ddsf	35	512	2	18.7184745906
PTB	0.048410197376	2.33255564549	14.5374268018	30.3362961985	4.61388081178	4.90957637171	4.79317165677	4.73648666183	4.70335024821	0.1	100	256	1	0.0001	REAL	0.0	32	30	0.048410197376	1	dsf	96	512	2	16.3470181952
Arabic	0.0647290111357	1.99552515829	11.7630770637	44.2625727392	5.26818909054	5.62637118406	5.47502572593	5.40659506497	5.36762266532	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0647290111357	4	ddsf	138	512	2	23.1148770984
PTB	0.0333390540334	2.90232947567	16.7162436349	58.8719110333	4.66297827955	4.9011606355	4.81425180234	4.76954299824	4.74220103929	0.2	100	512	1	5e-05	REAL	0.0	128	30	0.0333390540334	2	dsf	168	512	2	49.5406446363
Arabic	0.0588407733202	1.79670783034	10.0693174744	39.5747622755	5.38134255827	5.70571346061	5.5674600298	5.5057772627	5.47116330825	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0588407733202	4	dsf	172	512	2	23.3746767899
LDC95T8	0.407635346896	0.935966924728	1.94842668523	15.2457183557	4.19401838561	5.7544126512	5.11778177141	4.8046108196	4.63056865143	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.407635346896	4	dsf	171	512	2	6.4096048295
PTB	0.0343502393257	2.57898248391	17.5593752961	39.4014670451	4.58603454846	4.85695839865	4.74831963273	4.69652067215	4.66667908962	0.1	100	256	1	0.002	REAL	0.2	32	30	0.0343502393257	3	ddsf	117	512	2	20.9546607392
PTB	0.0242705896925	2.70220691709	20.6693445352	39.5814763178	4.59561374295	4.78765481987	4.71599751005	4.67893312536	4.65675939519	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0242705896925	2	ddsf	97	512	2	25.735034782
LDC2012T05	0.0510539721434	1.32734821283	14.9332452983	24.3397387694	5.5634039706	6.32962622667	6.01579245914	5.87040592614	5.78664403937	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0510539721434	4	dsf	34	512	2	7.08930277827
Russian	0.0159969709724	1.38573407324	20.9528590467	31.9480160933	5.07439041381	5.22635258895	5.16076719946	5.13154604594	5.11500327633	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0159969709724	4	dsf	45	512	2	11.5385183224
PTB	0.0302646214009	2.02038254465	18.7558265471	25.7050484696	4.64036780586	4.92242118749	4.80609343582	4.75160662427	4.7206759825	0.0	300	256	1	0.001	REAL	0.0	64	30	0.0302646214009	0	dsf	87	512	2	11.5190257503
Russian	0.016629361111	1.08370383429	21.7892237022	21.7656282913	5.09024977784	5.46234413323	5.29891621384	5.22651116673	5.18675177971	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.016629361111	3	dsf	27	512	2	6.27405080596
LDC2012T05	0.0736105643977	1.193321536	11.3408163788	24.3708451483	5.5825423922	6.42250377304	6.08175249917	5.92077983976	5.82811143607	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0736105643977	4	dsf	31	512	2	7.08908622754
Russian	0.210383129913	0.593343488795	1.6415190835	16.8882586309	5.25027991775	5.85898768561	5.58150649448	5.46643803251	5.40419832735	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.210383129913	4	dsf	146	512	2	6.27819944184
Russian	0.174247372422	0.513273036703	3.39847084741	16.6692317002	5.12883902078	5.81406943082	5.51216891557	5.38062156788	5.30839034794	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.174247372422	4	dsf	45	512	2	6.27212468832
Arabic	0.0509215281517	1.88255085333	16.9861348771	33.3951307009	5.20572669334	5.59430986675	5.43474053406	5.35958252248	5.31696255911	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0509215281517	5	ddsf	47	512	2	12.3215357674
PTB	0.00399972351771	2.96958691221	51.6096530994	48.5458388539	4.55310552791	4.64535672573	4.61076221309	4.59318965659	4.58269170563	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00399972351771	2	ddsf	113	512	2	34.8549734754
LDC95T8	0.00659337911319	4.10407117698	43.0768844986	74.841823648	3.91941964573	4.06226927969	4.0109243373	3.98215259503	3.96535725807	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00659337911319	5	ddsf	114	512	2	121.686660549
Japanese	0.434532525807	-0.459055199051	1.73568175002	6.36278944127	5.30845586623	6.31195282565	5.81974315623	5.63188301004	5.53639330113	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.434532525807	1	ddsf	39	512	2	0
PTB	0.014059752105	2.64478617164	30.8084850845	34.9712550228	4.59393472925	4.76752040105	4.70043032732	4.66672264467	4.64695258963	0.0	100	256	1	0.002	REAL	0.0	16	30	0.014059752105	3	dsf	66	512	2	21.079528123
Russian	0.327186792384	0.0245318564253	1.5268505653	11.5380498162	5.16950622511	6.20721463257	5.73769439988	5.53926268643	5.43191278309	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.327186792384	0	ddsf	38	512	2	6.27183157483
Japanese	0.00785034816743	-1.5726559263	109.332107339	6.30803041098	5.32354731285	6.90098890081	6.19128563232	5.87790246334	5.71018616594	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.00785034816743	3	dsf	11	512	2	0
Russian	0.00259548687926	1.50698032996	69.0318705816	42.1356329498	5.07342174704	5.16997477516	5.13008115452	5.11150747764	5.10069610595	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00259548687926	0	dsf	39	512	2	21.804535062
Japanese	0.223868507926	-0.334133695496	5.82886105145	11.762070842	5.3298700258	5.88127682068	5.62162795872	5.52051754121	5.46621832798	0.1	150	512	1	0.0005	REAL_REAL	0.05	32	30	0.223868507926	2	dsf	16	512	2	0
PTB	0.0173385200093	2.87407924137	24.8052522486	48.6987187263	4.57690229677	4.74899272674	4.68473486112	4.65132243762	4.631462085	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0173385200093	2	dsf	100	512	2	30.3384834101
Japanese	0.359187111414	-0.424460885266	3.05897191454	11.6486950848	5.28534980127	6.17569758375	5.74828665416	5.5816292771	5.49490265019	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.359187111414	2	dsf	35	512	2	0
PTB	0.0497143432731	1.97731712527	14.6502361698	25.6721152395	4.62898181044	4.99820414847	4.84764344541	4.77637557609	4.73550661667	0.0	200	256	1	0.002	REAL	0.0	32	30	0.0497143432731	0	dsf	79	512	2	11.5214136573
LDC2012T05	0.133511367382	0.774515206169	6.00642736219	24.3260313503	5.59432307656	6.68500701518	6.24047005167	6.03286623475	5.91298416758	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.133511367382	5	dsf	33	512	2	7.08756238874
PTB	0.0374012058446	2.82805532039	19.1890266659	38.8947969138	4.49235710182	4.78446833189	4.67051722586	4.61478544189	4.58159688387	0.2	200	256	1	0.001	REAL	0.1	16	30	0.0374012058446	2	ddsf	100	512	2	25.3565313607
PTB	0.0065269591298	2.7473416999	42.0455453112	39.5838752742	4.5906072179	4.73208864793	4.67778323271	4.64991652266	4.63358484606	0.0	100	256	1	0.001	REAL	0.0	16	30	0.0065269591298	3	dsf	64	512	2	25.7445763233
Russian	0.112579400528	1.04279101946	4.12043133992	22.0065083891	5.17798532806	5.56592275927	5.39487550138	5.32141985843	5.28070326546	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.112579400528	3	ddsf	103	512	2	6.27891700564
LDC2012T05	0.00824075524162	2.11560434655	46.9205826377	35.4019533205	5.4978806412	5.88441953182	5.72470836846	5.64938198832	5.60710729842	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00824075524162	5	dsf	33	512	2	18.7355089963
PTB	0.0293441011698	2.53268431492	18.6148727257	34.8157883402	4.58420824785	4.82092950428	4.72531890461	4.68030023601	4.65406566023	0.1	100	256	1	5e-05	REAL	0.1	32	30	0.0293441011698	1	dsf	224	512	2	20.9745310499
PTB	0.0248536519014	2.73918994983	21.5226100441	39.4361188034	4.57091232858	4.76321444656	4.69075512557	4.65446291499	4.6323021087	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0248536519014	2	dsf	110	512	2	25.6625701631
Arabic	0.0985031293138	1.49850062427	11.3364118213	28.5515253068	5.31622909308	5.75960777577	5.58230045436	5.49866648646	5.44950884803	0.1	150	512	1	0.0001	REAL_REAL	0.05	32	30	0.0985031293138	3	ddsf	60	512	2	12.4068038931
PTB	0.0244694805474	2.47808738669	22.1200694104	34.9766732635	4.60846180309	4.82555386343	4.73895345208	4.69748214487	4.67324709694	0.0	100	256	1	0.001	REAL	0.0	32	30	0.0244694805474	2	dsf	95	512	2	16.362186924
LDC2012T05	0.0236316183251	1.63503989822	25.6816023645	29.9291552459	5.54656146382	6.1526351818	5.90136074199	5.78522306528	5.71949524213	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0236316183251	4	dsf	34	512	2	13.0404418076
Arabic	0.0798723605915	1.90799436116	9.52946363299	39.1875923358	5.30961900846	5.72474191496	5.54987698954	5.47083795898	5.42602171375	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0798723605915	5	ddsf	120	512	2	23.1980571101
LDC95T8	0.467859642429	0.41754665776	0.451842490348	10.9693694476	4.12735856251	6.30266250261	5.4248374785	4.98726236885	4.74287272815	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.467859642429	4	dsf	27	512	2	6.41188306968
Arabic	0.0569307076592	1.7052832039	16.8215668503	33.8730693752	5.30371264468	5.63135102847	5.50256551796	5.44063954488	5.40428175757	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.0569307076592	3	ddsf	43	512	2	12.4134995688
PTB	0.00664084224218	3.02636913244	38.5075676124	57.9638367742	4.57723595603	4.68535821184	4.64480786069	4.62436161841	4.61171929125	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00664084224218	2	ddsf	93	512	2	48.8017709067
Arabic	0.10430495037	1.49819617227	6.30640884284	28.8541735169	5.41972678148	5.90517848715	5.69257685864	5.60069141973	5.5495464091	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.10430495037	5	ddsf	158	512	2	12.4480347643
Russian	0.0253909247396	1.48945566457	12.0580041859	57.9437413182	5.1317086556	5.26762253277	5.20943523634	5.1837430061	5.16915225959	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.0253909247396	5	dsf	113	512	2	47.6778518244
Russian	0.00557519770289	1.25385477724	37.1154511976	26.8646655988	5.08322010238	5.30670131711	5.20962177248	5.16621650397	5.14207692962	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.00557519770289	5	ddsf	23	512	2	11.5392429783
LDC2012T05	0.496821147275	0.338821908495	0.35298280478	18.7927867232	5.68677247266	7.10012138324	6.5326993979	6.26429049595	6.10803902752	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.496821147275	4	ddsf	27	512	2	7.08843647936
PTB	0.203845595374	1.71753803688	5.91038724593	20.8515275218	4.57692414215	5.31364494945	5.02829758117	4.88786879192	4.80436105126	0.2	200	256	1	0.0005	REAL	0.0	16	30	0.203845595374	4	ddsf	77	512	2	6.43071275173
PTB	0.0634919932283	2.00001317811	12.3555454107	25.6237627971	4.62124461638	4.99468239106	4.84249163077	4.77038386375	4.72839166057	0.0	100	256	1	0.0001	REAL	0.1	32	30	0.0634919932283	1	dsf	124	512	2	11.5042158891
PTB	0.283001630743	1.27114101451	4.05990531895	21.0234093593	4.67799388323	5.52661117979	5.1913869737	5.02959667875	4.93410515798	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.283001630743	2	ddsf	99	512	2	6.43324960559
Russian	0.204339256145	0.610217873853	1.67649152417	16.8761877883	5.24072372935	5.85720156142	5.57792854099	5.46119825721	5.3978540327	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.204339256145	5	dsf	152	512	2	6.27882760711
LDC95T8	0.698939523265	0.355450192755	0.144967391005	10.9543570805	4.10524602305	6.41949615936	5.47918958206	5.01683759773	4.7580141109	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.698939523265	4	ddsf	45	512	2	6.40931599427
PTB	0.044844981624	2.349296365	15.0666976008	30.3394278699	4.61341605705	4.89314222393	4.7830226013	4.72928594492	4.69804606391	0.1	100	256	1	0.0001	REAL	0.0	32	30	0.044844981624	2	dsf	97	512	2	16.3482477831
PTB	0.0983088807864	2.35841259634	9.90623980302	30.083881413	4.56887132426	5.06193232559	4.86706112819	4.77288930295	4.71763156782	0.2	100	256	1	0.0002	REAL	0.1	32	30	0.0983088807864	2	dsf	75	512	2	16.2395733631
PTB	0.250765389347	1.35350207733	4.78431943747	20.9905044312	4.65899337199	5.41176618388	5.11393279249	4.97091892849	4.88602779031	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.250765389347	2	ddsf	114	512	2	6.43433579403
PTB	0.00279736067207	3.08507544962	60.1734268349	53.0614981661	4.54162909103	4.62111917802	4.59355326188	4.57804020567	4.56853521372	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00279736067207	2	dsf	113	512	2	43.9652781813
LDC95T8	0.0406731332367	3.54780896119	22.0447463802	34.5295821017	3.84979826673	4.31181138353	4.13912731973	4.04460693655	3.99047636259	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.0406731332367	4	ddsf	50	512	2	19.0027578762
Russian	0.0415773722796	0.877294902025	11.7455584447	16.692114022	5.11808113638	5.56481447443	5.36773066477	5.28103851309	5.23353563963	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0415773722796	5	dsf	22	512	2	6.27699167676
PTB	0.0487758502792	2.55556982663	19.0944824886	34.6468316097	4.53930056361	4.92436445991	4.77706858391	4.70391060446	4.65998772387	0.0	300	512	1	0.001	REAL	0.0	16	30	0.0487758502792	4	dsf	37	512	2	16.2876609715
Japanese	0.0221164944344	-1.05683701755	78.8062418052	6.31032109512	5.31860799604	6.23128957661	5.80541559792	5.62680459612	5.53353762288	0.1	150	512	1	0.001	REAL_REAL	0.05	2	30	0.0221164944344	5	dsf	10	512	2	0
LDC2012T05	0.034127331578	1.60673102944	19.5707361327	29.9846230272	5.56603110457	6.18542948099	5.93087700159	5.81248775378	5.74468057727	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.034127331578	5	dsf	27	512	2	13.048397118
Japanese	0.00439632399352	-0.689595190494	134.309948791	6.28754738812	5.32007102264	6.02245152745	5.70705149257	5.56748897425	5.49471793434	0.1	150	512	1	0.0005	REAL_REAL	0.05	2	30	0.00439632399352	4	dsf	12	512	2	0
Russian	0.0250111521653	1.01114945194	17.2152432766	21.780909952	5.09990654152	5.49221013949	5.31858733844	5.24266327647	5.20113280505	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0250111521653	5	dsf	27	512	2	6.27349492057
PTB	0.115783345194	2.03108345835	8.48134865127	25.69285481	4.62924613713	5.10617813255	4.91980713464	4.82877613669	4.77484958205	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.115783345194	2	ddsf	103	512	2	11.5229578087
LDC95T8	0.201278106686	2.01891615128	5.4560223131	19.4574217235	4.14889330725	5.03515130539	4.67819482611	4.50005230967	4.40008162184	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.201278106686	4	ddsf	150	512	2	6.41254704413
LDC2012T05	0.00933678638594	2.47931783136	40.4724228799	52.1330107716	5.50883825158	5.70513238911	5.62701283257	5.58884595332	5.56717351192	0.4	150	256	1	0.0005	REAL_REAL	0.2	32	30	0.00933678638594	5	dsf	44	512	2	35.570001042
Japanese	0.360875382371	-0.451727302384	2.99446312005	11.6541409639	5.28320366927	6.17362207932	5.73968653019	5.57492020945	5.48942047981	0.1	150	512	1	5e-05	REAL_REAL	0.05	2	30	0.360875382371	4	ddsf	35	512	2	0
PTB	0.226745597422	1.5295630955	5.1999303711	21.0010160547	4.64911847141	5.36861210374	5.08701848169	4.94987520194	4.86877583119	0.2	100	256	1	0.004	REAL	0.0	32	30	0.226745597422	1	ddsf	109	512	2	6.43272484764
Russian	0.0453533980534	1.26970085106	7.13393658203	37.7294483787	5.19990920749	5.41413229168	5.31923240382	5.27860088874	5.25622065085	0.4	150	256	1	5e-05	REAL_REAL	0.2	32	30	0.0453533980534	5	dsf	149	512	2	16.8854857208
PTB	0.00317976233649	3.18566200729	102.149179845	86.2161465998	4.60119041324	4.7575932861	4.7006470561	4.67087613133	4.65284792558	0.0	100	512	1	0.001	REAL	0.1	32	30	0.00317976233649	0	dsf	53	512	2	141.221374404
PTB	0.00290956433956	3.10153298562	55.9988833607	62.3796802238	4.55953739051	4.65145897601	4.61671823962	4.59924282003	4.58881254849	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00290956433956	2	ddsf	105	512	2	57.8190964059
PTB	0.281391909578	0.912440132232	3.45730112649	16.4159165047	4.7663737654	5.57900467245	5.25017063218	5.09496928101	5.00435474826	0.2	100	256	1	5e-05	REAL	0.0	32	30	0.281391909578	2	ddsf	147	512	2	6.43437794471
Russian	0.00395969911795	1.66427162014	30.0299791574	93.8006109517	5.11544143286	5.16375342285	5.14380935475	5.13490594623	5.12959086203	0.4	150	256	1	0.0001	REAL_REAL	0.2	32	30	0.00395969911795	3	dsf	115	512	2	155.127514606
Arabic	0.200220009772	0.848235960614	6.30619500384	23.2315090753	5.36089979425	6.1319036744	5.80882118179	5.66457234941	5.58143878861	0.1	150	512	1	0.0001	REAL_REAL	0.05	16	30	0.200220009772	1	ddsf	41	512	2	6.77435168189
Russian	0.0111115255815	1.10766606502	28.3717939802	21.7606071315	5.08663656154	5.40261104819	5.26176631862	5.20004481668	5.16667365602	0.4	150	256	1	0.001	REAL_REAL	0.2	32	30	0.0111115255815	4	dsf	31	512	2	6.27281811503
