Language	Beta	EE	Memories	UpperBound	FutureSurp	avg16	avg17	avg18	avg19	 dropout1	emb_dim	rnn_dim	rnn_layers	lr	model	dropout2	batchSize	horizon	beta	flow_layers	flow_type	Iterations	flow_hid_dim	in_flow_layers
forget2_0_5b	0.4843094547	-0.000743894908153	0.00935539504019	0.693226713449	0.569924998307	0.693338730519	0.627605413351	0.605451822852	0.594355415881	0.1	100	32	1	0.004	REAL	0.2	16	30	0.4843094547	1	ddsf	10	32	2
even	0.609749871333	0.549702273108	0.616904613227	5.2304805343	0.466989688897	0.485839539655	0.482724532472	0.479686564186	0.477151213547	0.0	100	32	1	0.001	REAL	0.0	32	30	0.609749871333	1	dsf	10	64	2
rip	0.440804066437	0.499384433036	0.645440742087	4.13179756731	0.44008893368	0.460883720212	0.48249178512	0.482863630184	0.477657598164	0.2	100	32	1	0.001	REAL	0.1	16	30	0.440804066437	2	ddsf	10	32	2
even	0.518978896763	0.615051910685	0.667193818108	9.88166480601	0.462920842536	0.467096172758	0.465840764382	0.465440933726	0.464969281999	0.1	100	32	1	0.004	REAL	0.0	16	30	0.518978896763	5	dsf	10	512	2
rip	0.667119888652	0.546734439531	0.570389055755	4.12987746175	0.436675414693	0.450902457192	0.473078455991	0.474161798916	0.469594816457	0.0	100	32	1	0.001	REAL	0.0	32	30	0.667119888652	2	dsf	10	64	2
rrxor	0.316435221626	0.805135500689	1.4028956665	9.48964270865	0.785830893451	0.83885417538	0.832290561893	0.826008188447	0.819636746006	0.0	50	32	1	0.001	REAL	0.0	64	30	0.316435221626	2	dsf	10	64	2
rip	0.584624874406	0.641868894589	0.694571311167	4.56202638542	0.430114662806	0.421486784989	0.449279554673	0.453097469972	0.45138999516	0.0	50	32	1	0.0001	REAL	0.0	32	30	0.584624874406	1	ddsf	10	512	2
repeat	0.00268427	14.9372724177	17.3108740366	16.492029403	0.103650465686	0.0529328949509	0.0705532882723	0.0766219400323	0.0796931653334	0.1	50	128	1	0.001	REAL	0.0	32	30	0.00268427	1	ddsf	60	128	2
rrxor	0.811285072363	-0.137687514801	0.0208682100264	2.78906556942	0.897087264542	0.944327742465	0.94451990074	0.930127957486	0.920961681284	0.0	50	32	1	0.001	REAL	0.2	16	30	0.811285072363	2	dsf	10	128	2
rrxor	0.854386493054	-0.105830254161	0.0195814763509	5.41020130564	0.847625604661	0.946031991663	0.946410826117	0.931955873099	0.92127687519	0.0	100	32	1	0.001	REAL	0.0	16	30	0.854386493054	2	ddsf	10	32	2
forget2_0_5b	0.154307235501	0.0678798443377	0.341316007164	0.693147505408	0.564522478644	0.625767829024	0.593094021796	0.582115741176	0.576618686091	0.2	100	32	1	0.002	REAL	0.1	32	30	0.154307235501	2	ddsf	10	512	2
forget2_0_5b	0.426949245751	-8.8490168928e-05	0.00409456225119	0.693212664842	0.568696298698	0.693440221775	0.626621022098	0.604342433972	0.593204662183	0.0	100	32	1	0.004	REAL	0.0	64	30	0.426949245751	0	ddsf	10	64	2
English	0.394287731018	0.0111929770509	0.223698041916	6.46474221512	1.9001407542	2.55617116116	2.27711361416	2.15199905502	2.08051046681	0.0	300	256	1	0.002	REAL	0.2	64	30	0.394287731018	9	dsf	8	512	2
rip	0.0979296278467	0.850348967248	1.17481273371	8.76199564245	0.416181129954	0.418080480352	0.417922598058	0.41754103498	0.417232431471	0.0	100	32	1	0.002	REAL	0.0	64	30	0.0979296278467	2	ddsf	10	128	2
rip	0.656947131956	-0.0135296251644	0.0159101080574	2.78884903455	0.475511417204	0.610730390696	0.611006427046	0.594259111606	0.574698386244	0.0	50	32	1	0.0005	REAL	0.2	64	30	0.656947131956	1	ddsf	10	512	2
English	0.14	0.770310018688	3.13055507151	10.1626274533	1.84071724286	1.99342324221	1.94615267003	1.91730457635	1.89801309235	0.2	200	256	1	0.0005	REAL	0.0	32	30	0.14	1	ddsf	13	512	2
rip	0.732856592045	0.607125357855	0.616778806634	4.56693812372	0.432934263521	0.434114901942	0.458363239177	0.461948303717	0.458704374887	0.0	100	32	1	0.001	REAL	0.0	64	30	0.732856592045	2	dsf	10	512	2
rrxor	0.717084952197	-0.225249839161	0.010848254597	4.56459576504	0.855612105729	0.945798782671	0.945877071276	0.932818686503	0.922902521512	0.0	50	32	1	0.004	REAL	0.0	32	30	0.717084952197	2	ddsf	10	32	2
rip	0.55128717804	0.604334681214	0.678355567358	4.5708822636	0.433336601127	0.435269390453	0.459452789038	0.462411036405	0.459410000652	0.0	50	32	1	0.001	REAL	0.0	16	30	0.55128717804	2	dsf	10	64	2
repeat	0.344036718052	0.000139420778356	0.0336883524522	0	1.09874695767	1.09881457631	1.09883930774	1.09884762243	1.09878341703	0.0	100	32	1	0.0005	REAL	0.2	16	30	0.344036718052	3	ddsf	2	32	2
forget2_0_5b	0.479521531075	-0.00105375928683	0.00763854437845	0.693156368926	0.569488556095	0.693408806229	0.627052079001	0.604910212944	0.593837458769	0.1	50	32	1	0.001	REAL	0.0	64	30	0.479521531075	2	ddsf	10	128	2
rip	0.798135707355	-0.0137556240728	0.0205019085874	2.79522967633	0.476572131733	0.61062399443	0.610870704988	0.593741291029	0.574587743973	0.0	50	32	1	0.0005	REAL	0.2	16	30	0.798135707355	2	dsf	10	128	2
even	0.520106734757	0.607442047696	0.666092036705	7.09251705645	0.463186776223	0.469709374423	0.468686717829	0.467737438181	0.466922285067	0.1	100	32	1	0.0005	REAL	0.0	16	30	0.520106734757	2	dsf	10	128	2
English	0.29	0.2952958762	1.18291148249	6.46168352668	1.88073424041	2.3105784724	2.13894665728	2.05705148596	2.00803349527	0.0	200	512	1	0.0005	REAL	0.0	64	30	0.29	6	ddsf	5	512	2
rrxor	0.618629347796	-0.272005626855	0.011584992473	2.80253034615	0.897526015337	0.946887147944	0.947122685204	0.93400034988	0.924595447326	0.2	100	32	1	0.001	REAL	0.2	16	30	0.618629347796	2	ddsf	10	512	2
English	0.04	0.947619611219	7.12111673482	13.8361746782	1.83127737225	1.89340484859	1.87723861478	1.86487984257	1.85616231493	0.2	100	512	1	0.001	REAL	0.0	64	30	0.04	5	dsf	7	512	2
PTB	0.0480008488821	1.8550882725	14.1498186872	16.3412564395	4.63591868529	4.89351748769	4.87220577341	4.78880422156	4.76511885927	0.0	100	256	1	0.001	REAL	0.1	16	30	0.0480008488821	1	dsf	69	512	2
English	0.166115446204	0.531880263689	2.41645834223	8.32700428086	1.86379748172	2.10574363668	2.01754938155	1.96923628377	1.93988999853	0.0	100	512	1	0.001	REAL	0.1	64	30	0.166115446204	1	ddsf	7	512	2
English	0.0248549320679	1.01638795206	7.9737179025	15.6443049558	1.82404809471	1.86996068523	1.85869620539	1.84977500304	1.84373862929	0.2	100	256	1	0.001	REAL	0.1	64	30	0.0248549320679	1	dsf	16	512	2
forget2_0_5b	0.193998741075	0.00293301279858	0.106687080921	0.693181572017	0.568942474916	0.690558668797	0.625446936334	0.603713631657	0.592844607303	0.2	100	32	1	0.0005	REAL	0.0	32	30	0.193998741075	1	ddsf	10	64	2
even	0.0953388364304	0.412286930578	1.04838305914	4.31032332262	0.479024043219	0.483977959386	0.494349123936	0.489654704942	0.491816359964	0.0	50	32	1	0.0005	REAL	0.2	16	30	0.0953388364304	1	dsf	10	32	2
rrxor	0.720748028731	-0.107470929639	0.0149478139786	5.40479420208	0.846996270316	0.944630064802	0.944667429587	0.930589889992	0.920118930174	0.0	50	32	1	0.001	REAL	0.0	64	30	0.720748028731	2	ddsf	10	512	2
English	0.00600947442187	0.834188007577	11.1901209473	17.887394748	1.89331529093	1.91972477768	1.91266222738	1.90739585017	1.90386686346	0.0	50	128	1	0.0001	REAL_REAL	0.1	32	30	0.00600947442187	5	ddsf	15	512	2
rip	0.417876165552	0.711469972057	0.878063170614	4.98927775015	0.425393675338	0.423502137171	0.440116998248	0.441630772623	0.440167056283	0.0	50	32	1	0.002	REAL	0.0	64	30	0.417876165552	2	ddsf	10	64	2
forget2_0_5b	0.251528238809	0.000243498741622	0.0126504896927	0.693150589121	0.568889495361	0.693062508046	0.626517620738	0.604347296278	0.593267911804	0.0	100	32	1	0.001	REAL	0.1	32	30	0.251528238809	1	ddsf	10	128	2
rip	0.592609290016	0.608513236157	0.660620237626	4.56140864048	0.432316123526	0.432960897181	0.456407090693	0.460228323659	0.457466885693	0.0	50	32	1	0.004	REAL	0.0	64	30	0.592609290016	1	dsf	10	32	2
PTB	0.00835044825618	3.08659720263	35.2619152338	44.4282644394	4.60860787643	4.74635833785	4.77654601796	4.72000432683	4.70748981503	0.0	200	512	1	0.001	REAL	0.2	64	30	0.00835044825618	1	dsf	66	512	2
PTB	0.0702077571858	1.58733739188	8.86094432111	16.6097449344	4.82804680039	5.08809748891	5.0572838784	4.97873746402	4.95478062099	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.0702077571858	2	dsf	42	512	2
forget2_0_5b	0.314506273771	0.00100384164177	0.0154783912719	0.693332230207	0.569263020212	0.69389006602	0.627253026971	0.604966861845	0.593811372444	0.2	50	32	1	0.001	REAL	0.0	16	30	0.314506273771	2	ddsf	10	32	2
English	0.155114015212	0.700660499717	2.68758605862	8.32525788486	1.85133290704	2.02273972173	1.96505764352	1.93236889878	1.91087711094	0.0	100	128	1	0.001	REAL	0.0	16	30	0.155114015212	6	dsf	19	512	2
PTB	0.0271376936036	1.71616672221	20.6370779226	16.3704116594	4.63976013987	4.81050932943	4.81809975684	4.75542294063	4.73964088758	0.0	200	256	1	0.001	REAL	0.0	64	30	0.0271376936036	0	dsf	110	512	2
forget2_0_5b	0.055709639787	0.124909415554	0.77753008095	0.693175681064	0.561391511722	0.570120514041	0.565436761184	0.56386442993	0.563090866361	0.0	100	32	1	0.0001	REAL	0.1	32	30	0.055709639787	1	ddsf	10	32	2
English	0.150492989093	0.74229024229	2.51577866093	8.33010742878	1.85215158393	2.00611843051	1.95485358737	1.92480728091	1.90597799136	0.1	300	64	1	0.001	REAL	0.0	32	30	0.150492989093	1	ddsf	22	512	2
even	0.285327821759	0.619618337043	0.703434393897	9.43369920317	0.4634843591	0.467721740167	0.46662093913	0.466108072353	0.465453869908	0.0	50	32	1	0.001	REAL	0.0	16	30	0.285327821759	1	ddsf	10	512	2
repeat	0.00268427	16.129272686	19.2299953032	16.4927102534	0.024229171156	0.0136364428436	0.0128453509135	0.0130746510418	0.0135128604477	0.0	50	256	1	0.001	REAL	0.0	16	30	0.00268427	1	ddsf	70	512	2
rip	0.500751315064	0.678660481597	0.881129502105	4.98922608678	0.427595942716	0.441485351241	0.45014465671	0.450254697232	0.446888401131	0.2	50	32	1	0.001	REAL	0.0	64	30	0.500751315064	2	ddsf	10	64	2
rip	0.384631926083	0.481088654387	0.608419656601	3.70910924689	0.44301127577	0.468003658652	0.49292437713	0.491608198648	0.485598344127	0.1	100	32	1	0.001	REAL	0.2	32	30	0.384631926083	2	dsf	10	64	2
rip	0.214767196735	0.784653276463	1.19782814361	5.84111504186	0.420970526083	0.42274399193	0.432150277944	0.428939375471	0.428995179162	0.0	50	32	1	0.001	REAL	0.1	64	30	0.214767196735	2	dsf	10	128	2
rrxor	0.69261538119	-0.0294210824713	0.0307683340647	5.40461770785	0.840550933771	0.942085627679	0.941396516376	0.927710842219	0.917562279356	0.0	100	32	1	0.0005	REAL	0.0	64	30	0.69261538119	2	dsf	10	32	2
PTB	0.149832080378	1.24472977857	7.30705893457	16.3676837899	4.67396379505	5.15830167966	5.04496934648	4.9224001841	4.87289468583	0.0	100	256	1	0.001	REAL	0.0	16	30	0.149832080378	6	dsf	64	512	2
rrxor	0.278831861557	0.0109030483416	0.0137453619104	18.9283970703	0.945821894512	0.946668661729	0.94631782201	0.946163639118	0.946082290991	0.2	50	32	1	0.0005	REAL	0.1	16	30	0.278831861557	1	dsf	11	128	2
repeat2	0.00483062948205	7.89288892092	10.6276769862	10.399689705	0.167120052272	0.117784385471	0.12146493367	0.126915290521	0.129614314977	0.0	50	32	1	0.0001	REAL	0.0	16	30	0.00483062948205	1	dsf	34	128	2
even	0.174477344594	0.625105593023	0.684437259746	9.40275500445	0.461711131123	0.464632643725	0.463757692978	0.463352263906	0.462995611143	0.2	50	32	1	0.001	REAL	0.0	32	30	0.174477344594	1	ddsf	10	512	2
rrxor	0.185277456069	1.17963954701	2.19089738964	17.2558324386	0.761498334361	0.788348202196	0.787198043831	0.785081978755	0.781279907971	0.0	100	32	1	0.001	REAL	0.0	64	30	0.185277456069	1	ddsf	10	64	2
PTB	0.0138591620455	1.94244132118	34.9968800978	16.3212703167	4.59842642047	4.73455760482	4.761793014	4.71105429228	4.69964189185	0.0	300	256	1	0.001	REAL	0.0	32	30	0.0138591620455	0	ddsf	74	512	2
rrxor	0.460076749376	-0.218935435589	0.013562789568	2.80066912852	0.900247491972	0.946618139898	0.946757461949	0.933424883147	0.924205006972	0.2	100	32	1	0.002	REAL	0.2	16	30	0.460076749376	1	ddsf	10	512	2
English	0.34	0.0794298815305	0.12524135081	6.46354501217	1.89510191572	2.5388624943	2.2662989919	2.14458200436	2.07436566836	0.1	100	512	1	0.002	REAL	0.0	16	30	0.34	1	ddsf	11	512	2
PTB	0.0172061352828	2.44081090964	24.9777006003	30.2341055743	4.59142145741	4.71053483478	4.74018529349	4.68831009961	4.68020134133	0.1	100	256	1	0.0001	REAL	0.1	32	30	0.0172061352828	1	ddsf	100	512	2
rrxor	0.276547428486	-0.0223115370331	0.0785446727437	5.44381823046	0.855866677942	0.941856116338	0.941738725512	0.929706483522	0.920078725638	0.1	100	32	1	0.001	REAL	0.1	64	30	0.276547428486	2	ddsf	10	64	2
even	0.0639057446851	0.630429455687	0.693574737686	9.86173454692	0.461457105023	0.462730633664	0.462353648943	0.462150235674	0.461995998105	0.1	100	32	1	0.002	REAL	0.0	64	30	0.0639057446851	1	dsf	10	512	2
PTB	0.00317976233649	2.77284597147	98.6227861951	44.390287068	4.61608128794	4.68678093493	4.74894294953	4.70646470469	4.70272686786	0.0	100	512	1	0.001	REAL	0.1	32	30	0.00317976233649	0	dsf	52	512	2
English	0.268331427489	0.508816405741	1.51795607217	8.31977243123	1.86076250127	2.15740788225	2.04669781747	1.9909727591	1.95605211017	0.1	200	128	1	0.004	REAL	0.0	64	30	0.268331427489	15	dsf	14	512	2
English	0.0130441691427	0.828602701997	10.0971349487	15.9517487116	1.88630495978	1.91793404686	1.9098950251	1.90333098387	1.89897256312	0.1	300	256	1	0.001	REAL_REAL	0.0	64	30	0.0130441691427	5	dsf	7	512	2
rrxor	0.149784252173	0.0054348983863	0.00849739813851	1.89563239062	0.944660150567	0.945087146194	0.944883866365	0.944798519514	0.944756722721	0.2	100	32	1	0.0005	REAL	0.0	64	30	0.149784252173	2	dsf	10	32	2
English	0.163467681439	0.69968302804	2.47399253432	8.33514876541	1.85874586086	2.06223377005	1.98771737844	1.94906279096	1.9252846199	0.0	50	128	1	0.001	REAL	0.0	16	30	0.163467681439	4	dsf	15	512	2
even	0.405506288163	0.603642442677	0.694652444498	7.09230139035	0.463438202289	0.470142387192	0.468984120816	0.467932647355	0.467180376101	0.1	50	32	1	0.0005	REAL	0.0	16	30	0.405506288163	1	ddsf	10	64	2
rrxor	0.0624126274557	-0.000737184827978	0.0260338367431	0	0.947390818859	0.947429948791	0.947456766201	0.947449978544	0.947445594145	0.2	50	32	1	0.001	REAL	0.0	16	30	0.0624126274557	2	dsf	10	128	2
English	0.0594698523788	0.798830412537	4.0820499506	10.1913577462	1.85467981693	1.96302525078	1.9278576277	1.9061354127	1.89269474694	0.0	200	128	1	0.002	REAL	0.2	16	30	0.0594698523788	6	ddsf	14	512	2
rrxor	0.201724662939	-0.493457629785	0.015523088093	3.68940203367	0.893272092159	0.945050661692	0.945558555589	0.932883564225	0.924048070624	0.0	50	32	1	0.004	REAL	0.2	32	30	0.201724662939	4	dsf	10	512	2
rip	0.295635648831	0.574806765453	0.802427241386	4.13784757119	0.435699157989	0.438249765641	0.468290397961	0.468459189237	0.465355304311	0.1	100	32	1	0.001	REAL	0.2	32	30	0.295635648831	2	dsf	10	512	2
rip	0.569401545789	0.604836290583	0.680609149107	4.5661821051	0.432927979618	0.433488473956	0.458356190056	0.461779811868	0.458679292539	0.1	100	32	1	0.001	REAL	0.0	64	30	0.569401545789	2	dsf	10	32	2
rrxor	0.40992443647	-0.00617734711754	0.0185196621633	6.29042759476	0.848192145144	0.946722550142	0.946805457739	0.933335829948	0.923491338629	0.0	100	32	1	0.001	REAL	0.1	64	30	0.40992443647	1	ddsf	20	32	2
even	0.438912163142	-0.00257444297287	0.0114037066736	2.83690128749	0.505291869698	0.634958661073	0.622542300402	0.598092499858	0.582654969342	0.0	100	32	1	0.0001	REAL	0.2	32	30	0.438912163142	2	ddsf	20	32	2
even	0.52285526476	0.595311041665	0.658155627501	6.62898952633	0.464009052288	0.47226687756	0.471718620609	0.470070031063	0.469059083657	0.0	50	32	1	0.001	REAL	0.0	64	30	0.52285526476	2	ddsf	10	64	2
even	0.50385266587	0.50824085511	0.634647151648	5.22831206152	0.469352508372	0.501164103596	0.493813220067	0.489133111812	0.485036998449	0.1	50	32	1	0.001	REAL	0.0	16	30	0.50385266587	0	ddsf	10	512	2
English	0.218536791132	0.563100336867	1.93609342734	8.32472149872	1.86033098931	2.10592290983	2.01697202766	1.96981304788	1.94032421958	0.0	100	128	1	0.0005	REAL	0.0	64	30	0.218536791132	9	dsf	11	512	2
rip	0.814844972915	0.119316840277	0.111256855131	2.78150507159	0.465781746337	0.577330420533	0.580863527153	0.567411826964	0.550970827898	0.0	100	32	1	0.002	REAL	0.0	16	30	0.814844972915	1	ddsf	10	64	2
forget2_0_5b	0.327662467606	-0.0018127826442	0.00540012086857	0.693297762352	0.569929048785	0.693457934407	0.62728602086	0.605228715106	0.59419562246	0.0	50	32	1	0.004	REAL	0.0	64	30	0.327662467606	2	dsf	10	64	2
rrxor	0.434610993735	1.05528252843	1.56285714449	11.7753396524	0.76553334422	0.786779163802	0.788864439035	0.789730452468	0.786257766092	0.0	50	32	1	0.0005	REAL	0.0	32	30	0.434610993735	2	ddsf	20	128	2
repeat	0.00268427	13.2947396506	23.157043202	16.4880006742	0.212884068234	0.109689647963	0.118919412357	0.128657502921	0.135731486452	0.0	50	128	1	0.001	REAL	0.0	16	30	0.00268427	1	ddsf	20	512	2
rip	0.729209100781	-0.00307011795999	0.0219799108832	2.78925334344	0.475386637897	0.611656843392	0.61171440992	0.593803249675	0.57417114649	0.1	50	32	1	0.001	REAL	0.2	16	30	0.729209100781	2	ddsf	10	512	2
even	0.334152365965	0.51786719519	0.630801639125	5.25077435893	0.471094721888	0.489426876582	0.492663667881	0.487418318134	0.485326093905	0.1	50	32	1	0.001	REAL	0.1	32	30	0.334152365965	2	ddsf	10	512	2
English	0.103795924138	0.818800236002	3.15489755026	10.1789268336	1.84720018809	1.95194304118	1.92029014131	1.90085421728	1.88701721339	0.0	50	64	1	0.004	REAL	0.0	64	30	0.103795924138	15	ddsf	27	512	2
rip	0.195897738231	0.807264653903	1.20804555388	6.26548862387	0.419722047603	0.420264688341	0.426016879201	0.425925856748	0.425192561428	0.0	100	32	1	0.004	REAL	0.0	32	30	0.195897738231	1	dsf	10	32	2
PTB	0.0244694805474	2.05236857629	21.9063625202	30.3621108755	4.6304188255	4.77468758134	4.79318759093	4.74071084951	4.72716372329	0.0	100	256	1	0.001	REAL	0.0	32	30	0.0244694805474	2	dsf	94	512	2
rrxor	0.863716167959	-0.159806147429	0.0154245237891	5.43876681695	0.856426984017	0.948576914451	0.948751899127	0.935369166229	0.925415929582	0.0	100	32	1	0.0001	REAL	0.0	16	30	0.863716167959	1	ddsf	10	64	2
rip	0.607934511373	0.645108166209	0.68986155045	4.56293575533	0.429947739961	0.422213826403	0.448159020627	0.452804698364	0.450632558312	0.1	100	32	1	0.001	REAL	0.0	32	30	0.607934511373	1	ddsf	10	128	2
rip	0.443952369814	0.469839383255	0.572369264541	3.68702663728	0.441587108641	0.458905715079	0.49277592755	0.48861339071	0.48413257481	0.2	50	32	1	0.0001	REAL	0.2	64	30	0.443952369814	2	ddsf	20	512	2
rip	0.279500132253	0.834612408033	1.10245856362	8.77104576233	0.417112229075	0.41958460498	0.421492418703	0.420207992618	0.419937479544	0.0	50	32	1	0.001	REAL	0.0	16	30	0.279500132253	1	dsf	20	512	2
English	0.162898646074	0.542461734999	1.89832409701	8.40440033649	1.91417996085	2.08738660636	2.03206735534	1.99882645048	1.97716654855	0.2	200	128	1	0.001	RANDOM_BY_TYPE	0.0	32	30	0.162898646074	2	dsf	18	512	2
even	0.450071796581	0.617776056415	0.660386069751	9.86881053819	0.462191790691	0.465000711986	0.464779939878	0.464322649378	0.463907066731	0.0	100	32	1	0.001	REAL	0.0	32	30	0.450071796581	1	dsf	20	64	2
rrxor	0.442846069606	0.950231115766	1.52084607023	11.0599572743	0.776578391135	0.805593524446	0.806180078437	0.805870063442	0.802650107094	0.0	50	32	1	0.001	REAL	0.0	32	30	0.442846069606	1	dsf	20	128	2
rrxor	0.492823163761	-0.000764838191958	0.00501643627482	0	0.946855625869	0.946867305574	0.946831850629	0.946831626612	0.946828212611	0.2	50	32	1	0.001	REAL	0.0	64	30	0.492823163761	1	dsf	10	32	2
English	0.279890302591	0.347929957348	0.815144620101	6.46204666623	1.88395095882	2.29023304026	2.12902566156	2.05056320281	2.00426492285	0.2	300	64	1	0.001	REAL	0.1	64	30	0.279890302591	3	dsf	17	512	2
even	0.716239622342	0.000709716142388	0.00544732126017	2.82540423018	0.503479571269	0.634746296613	0.619209812508	0.595521420934	0.580022488341	0.1	100	32	1	0.001	REAL	0.1	32	30	0.716239622342	2	ddsf	20	32	2
English	0.301736184298	0.351316103051	1.22288190842	6.45925546016	1.87212905869	2.28687427222	2.12296850886	2.04488297207	1.99791162608	0.2	50	256	1	0.0005	REAL	0.0	16	30	0.301736184298	1	ddsf	19	512	2
rrxor	0.247596251939	-0.0471360616852	0.0827781449353	5.45714827257	0.857398241081	0.935706906653	0.931449839764	0.921545306731	0.91324890371	0.1	50	32	1	0.004	REAL	0.1	64	30	0.247596251939	2	dsf	10	64	2
rrxor	0.297221237226	1.10599726944	1.74386312297	17.3321721335	0.768382235251	0.789851312809	0.791522747986	0.791526762861	0.788518838077	0.0	100	32	1	0.001	REAL	0.0	64	30	0.297221237226	2	ddsf	10	32	2
rip	0.335127753816	0.495382732343	0.703513965946	4.15181577426	0.44245697318	0.465305750047	0.487901777582	0.48649385503	0.481539205414	0.0	50	32	1	0.002	REAL	0.2	64	30	0.335127753816	2	dsf	10	64	2
forget2_0_5b	0.132763623942	0.0151881831311	0.464361660497	0.693198639623	0.567076141428	0.677495268995	0.618440871368	0.598704240538	0.588821065614	0.2	100	32	1	0.001	REAL	0.0	16	30	0.132763623942	2	dsf	10	64	2
PTB	0.0658586439165	2.16137237727	12.737431066	30.4975044788	4.65774330533	4.98573699838	4.92812437423	4.84178075851	4.81142832196	0.1	50	512	1	0.0001	REAL	0.2	32	30	0.0658586439165	3	dsf	76	512	2
PTB	0.33379113695	0.254349164196	3.07975454264	16.3548714752	4.75201697886	5.70458159069	5.3943313857	5.18476448877	5.08174175054	0.0	200	256	1	0.0001	REAL	0.0	16	30	0.33379113695	4	ddsf	38	512	2
English	0.313414094199	0.33169931974	0.860368230343	6.46148137727	1.87935235517	2.28955120001	2.12618029349	2.0477842051	2.00094698721	0.1	200	64	1	0.0005	REAL	0.0	32	30	0.313414094199	10	dsf	20	512	2
even	0.0107785147825	0.627393743022	0.870376906516	9.85754559542	0.461314308169	0.462368548449	0.462455067278	0.462365112988	0.462199365343	0.0	100	32	1	0.001	REAL	0.0	32	30	0.0107785147825	1	dsf	10	32	2
even	0.109158537484	0.628428266462	0.688259442774	9.86478638876	0.461652888482	0.463063619943	0.462815117947	0.462655253647	0.462451301991	0.0	100	32	1	0.001	REAL	0.0	64	30	0.109158537484	1	dsf	10	512	2
English	0.008	1.09891720628	14.9433963381	21.1347153938	1.82091079633	1.84603220395	1.84076478799	1.8361952778	1.83259476488	0.2	50	256	1	0.002	REAL	0.0	64	30	0.008	1	dsf	13	512	2
rrxor	0.0242372226366	1.3122750605	3.80420845524	17.358538242	0.761579863676	0.777522575515	0.777132161991	0.775497687511	0.773569124097	0.0	50	32	1	0.001	REAL	0.0	32	30	0.0242372226366	1	ddsf	10	512	2
Japanese	0.118545524805	0.758846474435	2.64423297821	7.96818628757	1.41169192387	1.51697722699	1.48621168891	1.46607274358	1.45279863761	0.2	50	256	1	0.001	REAL	0.0	32	30	0.118545524805	1	ddsf	12	512	2
PTB	0.0421410458436	1.8167889816	15.5618464107	16.3654545809	4.62720275866	4.83097787611	4.82732692586	4.75891049115	4.73889550929	0.0	200	256	1	0.004	REAL	0.0	64	30	0.0421410458436	2	dsf	114	512	2
PTB	0.00664084224218	2.53139190162	38.3144065217	30.3405637173	4.59587001246	4.64289331843	4.7073551085	4.66832689833	4.6673990666	0.2	100	256	1	0.0001	REAL	0.0	32	30	0.00664084224218	2	ddsf	92	512	2
rip	0.136294680706	0.798136801322	1.40461175972	5.87337906332	0.422414042294	0.423413086271	0.431150149908	0.428589640839	0.428724131945	0.0	50	32	1	0.0001	REAL	0.2	32	30	0.136294680706	2	ddsf	10	512	2
PTB	0.0659286936294	1.88633221622	13.5014661776	25.7379120113	4.6349763326	4.9928241394	4.9392970828	4.84222843677	4.80711929656	0.0	200	512	1	0.001	REAL	0.0	16	30	0.0659286936294	6	dsf	25	512	2
rip	0.34743133486	0.728021819431	0.970922738524	5.41849042942	0.424625545587	0.426333129225	0.440466904524	0.43999749064	0.438672030198	0.0	50	32	1	0.0001	REAL	0.0	16	30	0.34743133486	1	dsf	10	64	2
